         3929067 function calls (3923283 primitive calls) in 26.767 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        6    0.000    0.000    0.000    0.000 inspect.py:2826(return_annotation)
        6    0.000    0.000    0.000    0.000 inspect.py:2845(_hash_basis)
       14    0.000    0.000    0.000    0.000 inspect.py:2846(<genexpr>)
        6    0.000    0.000    0.000    0.000 inspect.py:2849(<dictcomp>)
        3    0.000    0.000    0.000    0.000 inspect.py:2859(__eq__)
        6    0.000    0.000    0.000    0.000 inspect.py:3068(signature)
        6    0.000    0.000    0.000    0.000 inspect.py:484(unwrap)
        6    0.000    0.000    0.000    0.000 inspect.py:504(_is_wrapper)
        1    0.000    0.000    0.000    0.000 inspect.py:878(EndOfBlock)
        1    0.000    0.000    0.000    0.000 inspect.py:880(BlockFinder)
        1    0.000    0.000    0.000    0.000 interfaces.py:12(CipherBackend)
        1    0.000    0.000    0.000    0.000 interfaces.py:131(DSABackend)
        1    0.000    0.000    0.000    0.000 interfaces.py:183(EllipticCurveBackend)
        1    0.000    0.000    0.000    0.000 interfaces.py:231(PEMSerializationBackend)
        1    0.000    0.000    0.000    0.000 interfaces.py:253(DERSerializationBackend)
        1    0.000    0.000    0.000    0.000 interfaces.py:275(X509Backend)
        1    0.000    0.000    0.000    0.000 interfaces.py:33(HashBackend)
        1    0.000    0.000    0.000    0.000 interfaces.py:334(DHBackend)
        1    0.000    0.000    0.000    0.000 interfaces.py:389(ScryptBackend)
        1    0.000    0.000    0.000    0.000 interfaces.py:48(HMACBackend)
        1    0.000    0.000    0.000    0.000 interfaces.py:5(<module>)
        1    0.000    0.000    0.000    0.000 interfaces.py:64(CMACBackend)
        1    0.000    0.000    0.000    0.000 interfaces.py:79(PBKDF2HMACBackend)
        1    0.000    0.000    0.000    0.000 interfaces.py:96(RSABackend)
        1    0.000    0.000    0.000    0.000 intranges.py:6(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1066(_BaseV4)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1092(_make_netmask)
       20    0.000    0.000    0.000    0.000 ipaddress.py:1116(_ip_int_from_string)
       80    0.000    0.000    0.000    0.000 ipaddress.py:1142(_parse_octet)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1262(IPv4Address)
       30    0.000    0.000    0.000    0.000 ipaddress.py:1268(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1379(IPv4Interface)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1462(IPv4Network)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1477(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1559(_IPv4Constants)
       47    0.000    0.000    0.000    0.000 ipaddress.py:158(_split_optional_netmask)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1593(_BaseV6)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1613(_make_netmask)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1631(_ip_int_from_string)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1735(_parse_hextet)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1877(IPv6Address)
       43    0.000    0.000    0.000    0.000 ipaddress.py:1883(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:19(AddressValueError)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2057(IPv6Interface)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2144(IPv6Network)
       28    0.000    0.000    0.000    0.000 ipaddress.py:2160(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2250(_IPv6Constants)
        1    0.000    0.000    0.000    0.000 ipaddress.py:23(NetmaskValueError)
        1    0.000    0.000    0.000    0.000 ipaddress.py:385(_IPAddressBase)
       72    0.000    0.000    0.000    0.000 ipaddress.py:417(_check_int_address)
       25    0.000    0.000    0.000    0.000 ipaddress.py:433(_ip_int_from_prefix)
       25    0.000    0.000    0.000    0.000 ipaddress.py:476(_prefix_from_prefix_string)
        1    0.000    0.000    0.000    0.000 ipaddress.py:539(_BaseAddress)
       94    0.000    0.000    0.000    0.000 ipaddress.py:550(__int__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:598(_BaseNetwork)
       47    0.000    0.000    0.000    0.000 ipaddress.py:607(__init__)
        1    0.000    0.000    0.001    0.001 ipaddress.py:9(<module>)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 jisfreq.py:44(<module>)
        1    0.000    0.000    0.000    0.000 jpcntx.py:116(JapaneseContextAnalysis)
        1    0.000    0.000    0.000    0.000 jpcntx.py:183(SJISContextAnalysis)
        1    0.000    0.000    0.000    0.000 jpcntx.py:212(EUCJPContextAnalysis)
        1    0.000    0.000    0.000    0.000 jpcntx.py:31(<module>)
        1    0.000    0.000    0.000    0.000 keys.py:105(RSAPublicKey)
        1    0.000    0.000    0.000    0.000 keys.py:116(DSAPrivateKey)
        1    0.000    0.000    0.000    0.000 keys.py:136(_ECPoint)
        1    0.000    0.000    0.017    0.017 keys.py:15(<module>)
        1    0.000    0.000    0.000    0.000 keys.py:206(ECPoint)
        1    0.000    0.000    0.000    0.000 keys.py:211(ECPointBitString)
        1    0.000    0.000    0.000    0.000 keys.py:216(SpecifiedECDomainVersion)
        1    0.000    0.000    0.000    0.000 keys.py:227(FieldType)
        1    0.000    0.000    0.000    0.000 keys.py:239(CharacteristicTwoBasis)
        1    0.000    0.000    0.000    0.000 keys.py:252(Pentanomial)
        1    0.000    0.000    0.000    0.000 keys.py:264(CharacteristicTwo)
        1    0.000    0.000    0.000    0.000 keys.py:284(FieldID)
        1    0.000    0.000    0.000    0.000 keys.py:301(Curve)
        1    0.000    0.000    0.000    0.000 keys.py:313(SpecifiedECDomain)
        1    0.000    0.000    0.000    0.000 keys.py:329(NamedCurve)
        1    0.000    0.000    0.000    0.000 keys.py:384(ECDomainParameters)
        1    0.000    0.000    0.000    0.000 keys.py:396(ECPrivateKeyVersion)
        1    0.000    0.000    0.000    0.000 keys.py:407(ECPrivateKey)
        1    0.000    0.000    0.000    0.000 keys.py:420(DSAParams)
        1    0.000    0.000    0.000    0.000 keys.py:435(Attribute)
        1    0.000    0.000    0.000    0.000 keys.py:446(Attributes)
        1    0.000    0.000    0.000    0.000 keys.py:454(PrivateKeyAlgorithmId)
        1    0.000    0.000    0.000    0.000 keys.py:473(PrivateKeyAlgorithm)
        1    0.000    0.000    0.000    0.000 keys.py:491(PrivateKeyInfo)
        1    0.000    0.000    0.000    0.000 keys.py:54(OtherPrimeInfo)
        1    0.000    0.000    0.000    0.000 keys.py:66(OtherPrimeInfos)
        1    0.000    0.000    0.000    0.000 keys.py:74(RSAPrivateKeyVersion)
        1    0.000    0.000    0.000    0.000 keys.py:86(RSAPrivateKey)
        1    0.000    0.000    0.000    0.000 keys.py:886(EncryptedPrivateKeyInfo)
        1    0.000    0.000    0.000    0.000 keys.py:899(ValidationParms)
        1    0.000    0.000    0.000    0.000 keys.py:910(DomainParameters)
        1    0.000    0.000    0.000    0.000 keys.py:924(PublicKeyAlgorithmId)
        1    0.000    0.000    0.000    0.000 keys.py:944(PublicKeyAlgorithm)
        1    0.000    0.000    0.000    0.000 keys.py:964(PublicKeyInfo)
        1    0.000    0.000    0.000    0.000 laguerre.py:1764(Laguerre)
        1    0.000    0.000    0.000    0.000 laguerre.py:59(<module>)
        1    0.000    0.000    0.000    0.000 langbulgarianmodel.py:38(<module>)
        1    0.000    0.000    0.000    0.000 langcyrillicmodel.py:31(<module>)
        1    0.000    0.000    0.000    0.000 langgreekmodel.py:35(<module>)
        1    0.000    0.000    0.000    0.000 langhebrewmodel.py:38(<module>)
        1    0.000    0.000    0.000    0.000 langthaimodel.py:37(<module>)
        1    0.000    0.000    0.000    0.000 langturkishmodel.py:37(<module>)
        1    0.000    0.000    0.000    0.000 latin1prober.py:29(<module>)
        1    0.000    0.000    0.000    0.000 latin1prober.py:96(Latin1Prober)
        1    0.000    0.000    0.000    0.000 legendre.py:1794(Legendre)
        1    0.000    0.000    0.000    0.000 legendre.py:83(<module>)
        1    0.000    0.000    0.001    0.001 linalg.py:10(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:44(LinAlgError)
        1    0.000    0.000    0.000    0.000 linalg.py:74(_determine_error_states)
        1    0.000    0.000    0.002    0.002 linecache.py:6(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:23(_FailedTest)
        1    0.000    0.000    0.000    0.000 loader.py:66(TestLoader)
        1    0.000    0.000    0.000    0.000 loader.py:77(__init__)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.001    0.001 lzma.py:9(<module>)
        1    0.000    0.000    0.000    0.000 machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
        1    0.000    0.000    0.003    0.003 main.py:1(<module>)
        1    0.000    0.000    0.000    0.000 main.py:55(TestProgram)
        1    0.000    0.000    0.000    0.000 mbcharsetprober.py:30(<module>)
        1    0.000    0.000    0.000    0.000 mbcharsetprober.py:34(MultiByteCharSetProber)
        1    0.000    0.000    0.008    0.008 mbcsgroupprober.py:30(<module>)
        1    0.000    0.000    0.000    0.000 mbcsgroupprober.py:41(MBCSGroupProber)
        1    0.000    0.000    0.000    0.000 mbcssm.py:28(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:20(memmap)
        1    0.000    0.000    0.000    0.000 message.py:105(Message)
        1    0.000    0.000    0.000    0.000 message.py:1159(EmailMessage)
      192    0.001    0.000    0.001    0.000 message.py:120(__init__)
      384    0.001    0.000    0.002    0.000 message.py:29(_splitparam)
       96    0.000    0.000    0.000    0.000 message.py:303(set_payload)
      768    0.004    0.000    0.009    0.000 message.py:462(get)
     1578    0.002    0.000    0.002    0.000 message.py:479(set_raw)
        1    0.000    0.000    0.002    0.002 message.py:5(<module>)
      384    0.002    0.000    0.009    0.000 message.py:564(get_content_type)
      288    0.001    0.000    0.007    0.000 message.py:588(get_content_maintype)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        1    0.000    0.000    0.000    0.000 mimetypes.py:24(<module>)
        1    0.000    0.000    0.000    0.000 mimetypes.py:375(_default_mime_types)
        1    0.000    0.000    0.000    0.000 mimetypes.py:58(MimeTypes)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
       19    0.000    0.000    0.000    0.000 mixins.py:20(_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:30(_reflected_binary_method)
       12    0.000    0.000    0.000    0.000 mixins.py:40(_inplace_binary_method)
       12    0.000    0.000    0.000    0.000 mixins.py:48(_numeric_methods)
        4    0.000    0.000    0.000    0.000 mixins.py:55(_unary_method)
        1    0.000    0.000    0.000    0.000 mixins.py:63(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 models.py:174(RequestHooksMixin)
        1    0.000    0.000    0.000    0.000 models.py:198(Request)
        1    0.000    0.000    0.000    0.000 models.py:268(PreparedRequest)
        1    0.000    0.000    0.000    0.000 models.py:582(Response)
        1    0.000    0.000    0.000    0.000 models.py:60(RequestEncodingMixin)
        1    0.000    0.000    0.002    0.002 models.py:8(<module>)
        1    0.000    0.000    0.000    0.000 name.py:147(RelativeDistinguishedName)
        1    0.000    0.000    0.000    0.000 name.py:15(_ASN1Type)
        1    0.000    0.000    0.000    0.000 name.py:196(Name)
       11    0.000    0.000    0.000    0.000 name.py:28(<genexpr>)
        1    0.000    0.000    0.002    0.002 name.py:5(<module>)
        1    0.000    0.000    0.000    0.000 name.py:75(NameAttribute)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:22(<module>)
        1    0.000    0.000    0.000    0.000 nosetester.py:115(NoseTester)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
        1    0.000    0.000    0.002    0.002 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:115(NpzFile)
        1    0.000    0.000    0.000    0.000 npyio.py:51(BagObj)
       40    0.000    0.000    0.000    0.000 ntpath.py:122(splitdrive)
        2    0.000    0.000    0.000    0.000 ntpath.py:178(split)
        2    0.000    0.000    0.000    0.000 ntpath.py:219(dirname)
        2    0.000    0.000    0.000    0.000 ntpath.py:34(_get_bothseps)
        1    0.000    0.000    0.000    0.000 ntpath.py:44(normcase)
       19    0.000    0.000    0.000    0.000 ntpath.py:75(join)
        1    0.000    0.000    0.000    0.000 nturl2path.py:5(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 numbers.py:6(<module>)
        1    0.000    0.000    0.005    0.005 numeric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numeric.py:156(ones)
        6    0.000    0.000    0.000    0.000 numeric.py:2491(seterr)
        6    0.000    0.000    0.000    0.000 numeric.py:2592(geterr)
        1    0.000    0.000    0.000    0.000 numeric.py:2817(_unspecified)
        1    0.000    0.000    0.000    0.000 numeric.py:2824(errstate)
        3    0.000    0.000    0.000    0.000 numeric.py:2887(__init__)
        3    0.000    0.000    0.000    0.000 numeric.py:2891(__enter__)
        3    0.000    0.000    0.000    0.000 numeric.py:2896(__exit__)
        1    0.000    0.000    0.000    0.000 numeric.py:2902(_setdef)
        4    0.000    0.000    0.000    0.000 numeric.py:2916(extend_all)
        1    0.000    0.000    0.000    0.000 numeric.py:2923(<listcomp>)
        1    0.000    0.000    0.000    0.000 numeric.py:83(ComplexWarning)
        1    0.000    0.000    0.000    0.000 numerictypes.py:120(<listcomp>)
       62    0.000    0.000    0.000    0.000 numerictypes.py:127(english_lower)
       38    0.000    0.000    0.000    0.000 numerictypes.py:154(english_upper)
       12    0.000    0.000    0.000    0.000 numerictypes.py:181(english_capitalize)
       23    0.000    0.000    0.000    0.000 numerictypes.py:216(_evalname)
       26    0.000    0.000    0.000    0.000 numerictypes.py:229(bitname)
        1    0.000    0.000    0.000    0.000 numerictypes.py:285(_add_types)
        1    0.000    0.000    0.000    0.000 numerictypes.py:299(_add_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:340(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:369(_set_up_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:418(_construct_char_code_lookup)
       30    0.000    0.000    0.000    0.000 numerictypes.py:432(_add_array_type)
        1    0.000    0.000    0.000    0.000 numerictypes.py:440(_set_array_types)
        1    0.000    0.000    0.000    0.000 numerictypes.py:750(_typedict)
        1    0.000    0.000    0.000    0.000 numerictypes.py:766(_construct_lookups)
        1    0.000    0.000    0.001    0.001 numerictypes.py:81(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:942(_register_types)
        1    0.000    0.000    0.000    0.000 oid.py:11(ExtensionOID)
        1    0.000    0.000    0.000    0.000 oid.py:120(ExtendedKeyUsageOID)
        1    0.000    0.000    0.000    0.000 oid.py:130(AuthorityInformationAccessOID)
        1    0.000    0.000    0.000    0.000 oid.py:135(CertificatePoliciesOID)
        1    0.000    0.000    0.000    0.000 oid.py:42(OCSPExtensionOID)
        1    0.000    0.000    0.000    0.000 oid.py:46(CRLEntryExtensionOID)
        1    0.000    0.000    0.001    0.001 oid.py:5(<module>)
        1    0.000    0.000    0.000    0.000 oid.py:52(NameOID)
        1    0.000    0.000    0.000    0.000 oid.py:81(SignatureAlgorithmOID)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
      119    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
       12    0.000    0.000    0.000    0.000 opcode.py:43(name_op)
        7    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        1    0.000    0.000    0.000    0.000 opcode.py:5(<module>)
        6    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        1    0.000    0.000    0.000    0.000 os.py:1076(__subclasshook__)
        1    0.000    0.000    0.000    0.000 os.py:40(_get_exports_list)
        1    0.000    0.000    0.000    0.000 os.py:44(<listcomp>)
        4    0.000    0.000    0.000    0.000 os.py:673(__getitem__)
        2    0.000    0.000    0.000    0.000 os.py:681(__setitem__)
        2    0.000    0.000    0.000    0.000 os.py:687(__delitem__)
        2    0.000    0.000    0.000    0.000 os.py:729(<lambda>)
       10    0.000    0.000    0.000    0.000 os.py:737(check_str)
        8    0.000    0.000    0.000    0.000 os.py:743(encodekey)
        1    0.000    0.000    0.000    0.000 package_data.py:1(<module>)
        1    0.000    0.000    0.003    0.003 packages.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:126(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:134(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:142(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 parse.py:175(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:205(_NetlocResultMixinBytes)
        1    0.000    0.000    0.001    0.001 parse.py:28(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:310(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:318(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:323(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:329(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:337(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:342(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:348(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 parse.py:724(Quoter)
        1    0.000    0.000    0.000    0.000 parser.py:12(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:127(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:17(Parser)
       96    0.000    0.000    0.000    0.000 parser.py:18(__init__)
       96    0.001    0.000    0.062    0.001 parser.py:42(parse)
        1    0.000    0.000    0.008    0.008 parser.py:5(<module>)
       96    0.002    0.000    0.064    0.001 parser.py:60(parsestr)
        1    0.000    0.000    0.000    0.000 parser.py:72(HeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:80(BytesParser)
        1    0.000    0.000    0.003    0.003 pathlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:106(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:122(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:123(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:1449(PosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1456(WindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:270(_PosixFlavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:373(_Accessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:378(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:43(_Flavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:451(_Selector)
        2    0.000    0.000    0.000    0.000 pathlib.py:47(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:476(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:482(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:498(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:521(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:558(_PathParents)
        1    0.000    0.000    0.000    0.000 pathlib.py:586(PurePath)
        1    0.000    0.000    0.000    0.000 pathlib.py:943(PurePosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:953(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:966(Path)
        1    0.000    0.000    0.000    0.000 pickle.py:1021(_Unpickler)
        1    0.000    0.000    0.000    0.000 pickle.py:181(<listcomp>)
        1    0.000    0.000    0.000    0.000 pickle.py:184(_Framer)
        1    0.000    0.000    0.002    0.002 pickle.py:24(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:247(_Unframer)
        1    0.000    0.000    0.000    0.000 pickle.py:372(_Pickler)
        1    0.000    0.000    0.000    0.000 pickle.py:64(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:68(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:75(UnpicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:88(_Stop)
        1    0.000    0.000    0.004    0.004 platform.py:10(<module>)
        1    0.000    0.000    0.000    0.000 platform.py:1117(_sys_version)
        1    0.000    0.000    0.000    0.000 platform.py:1221(python_implementation)
        1    0.000    0.000    0.000    0.000 polynomial.py:1606(Polynomial)
        1    0.000    0.000    0.000    0.000 polynomial.py:22(RankWarning)
        1    0.000    0.000    0.000    0.000 polynomial.py:4(<module>)
        1    0.000    0.000    0.001    0.001 polynomial.py:56(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:934(poly1d)
        1    0.000    0.000    0.000    0.000 polyutils.py:45(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:58(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:62(PolyError)
        1    0.000    0.000    0.000    0.000 polyutils.py:66(PolyDomainError)
        1    0.000    0.000    0.000    0.000 polyutils.py:79(PolyBase)
        1    0.000    0.000    0.000    0.000 poolmanager.py:1(<module>)
        1    0.000    0.000    0.000    0.000 poolmanager.py:121(PoolManager)
        1    0.000    0.000    0.000    0.000 poolmanager.py:361(ProxyManager)
        1    0.000    0.000    0.000    0.000 posixpath.py:11(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:72(_safe_key)
        1    0.000    0.000    0.000    0.000 pprint.py:98(PrettyPrinter)
        1    0.000    0.000    0.004    0.004 py3k.py:4(<module>)
        1    0.000    0.000    0.046    0.046 pyopenssl.py:43(<module>)
        1    0.000    0.000    0.000    0.000 pytesttester.py:29(<module>)
        1    0.000    0.000    0.000    0.000 pytesttester.py:47(PytestTester)
       10    0.000    0.000    0.000    0.000 pytesttester.py:72(__init__)
        2    0.000    0.000    0.001    0.000 queue.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queue.py:10(LifoQueue)
        1    0.000    0.000    0.000    0.000 queue.py:22(Full)
        1    0.000    0.000    0.000    0.000 queue.py:220(PriorityQueue)
        1    0.000    0.000    0.000    0.000 queue.py:239(LifoQueue)
        1    0.000    0.000    0.000    0.000 queue.py:255(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 queue.py:27(Queue)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:27(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
        1    0.000    0.000    0.003    0.003 random.py:38(<module>)
        1    0.000    0.000    0.000    0.000 random.py:667(SystemRandom)
        1    0.000    0.000    0.000    0.000 random.py:72(Random)
        1    0.000    0.000    0.000    0.000 random.py:88(__init__)
        1    0.000    0.000    0.000    0.000 random.py:97(seed)
      102    0.000    0.000    0.000    0.000 re.py:170(match)
        4    0.000    0.000    0.000    0.000 re.py:185(sub)
        4    0.000    0.000    0.000    0.000 re.py:205(split)
       79    0.000    0.000    0.016    0.000 re.py:232(compile)
        2    0.000    0.000    0.000    0.000 re.py:252(escape)
      189    0.000    0.000    0.016    0.000 re.py:271(_compile)
        1    0.000    0.000    0.000    0.000 records.py:217(record)
        1    0.000    0.000    0.000    0.000 records.py:304(recarray)
        1    0.000    0.000    0.000    0.000 records.py:36(<module>)
        1    0.000    0.000    0.000    0.000 records.py:85(format_parser)
        2    0.000    0.000    0.002    0.001 request.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:10(RequestMethods)
        1    0.000    0.000    0.000    0.000 request.py:1020(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1031(ProxyBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1050(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1194(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1212(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1224(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1342(HTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1351(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 request.py:1366(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 request.py:1384(UnknownHandler)
        1    0.000    0.000    0.000    0.000 request.py:1442(FileHandler)
        1    0.000    0.000    0.000    0.000 request.py:1499(FTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1557(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1610(DataHandler)
        1    0.000    0.000    0.000    0.000 request.py:1663(URLopener)
        1    0.000    0.000    0.000    0.000 request.py:2108(FancyURLopener)
        1    0.000    0.000    0.000    0.000 request.py:2361(ftpwrapper)
        1    0.000    0.000    0.000    0.000 request.py:323(Request)
        1    0.000    0.000    0.000    0.000 request.py:433(OpenerDirector)
        1    0.000    0.000    0.000    0.000 request.py:611(BaseHandler)
        1    0.000    0.000    0.000    0.000 request.py:630(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 request.py:647(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 request.py:651(HTTPRedirectHandler)
        1    0.000    0.000    0.002    0.002 request.py:68(<module>)
        1    0.000    0.000    0.000    0.000 request.py:793(ProxyHandler)
        1    0.000    0.000    0.000    0.000 request.py:835(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 request.py:899(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.000    0.000 request.py:909(HTTPPasswordMgrWithPriorAuth)
        1    0.000    0.000    0.000    0.000 request.py:940(AbstractBasicAuthHandler)
        2    0.000    0.000    0.000    0.000 response.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:100(HTTPResponse)
        1    0.000    0.000    0.000    0.000 response.py:14(addbase)
        1    0.000    0.000    0.000    0.000 response.py:22(DeflateDecoder)
        1    0.000    0.000    0.000    0.000 response.py:37(addclosehook)
        1    0.000    0.000    0.000    0.000 response.py:55(GzipDecoderState)
        1    0.000    0.000    0.000    0.000 response.py:57(addinfo)
        1    0.000    0.000    0.000    0.000 response.py:62(GzipDecoder)
        1    0.000    0.000    0.000    0.000 response.py:68(addinfourl)
        1    0.000    0.000    0.000    0.000 response.py:7(<module>)
        1    0.000    0.000    0.004    0.004 result.py:1(<module>)
        3    0.000    0.000    0.000    0.000 result.py:12(failfast)
        1    0.000    0.000    0.000    0.000 result.py:24(TestResult)
        1    0.000    0.000    0.000    0.000 retry.py:1(<module>)
        1    0.000    0.000    0.000    0.000 retry.py:159(__init__)
        1    0.000    0.000    0.000    0.000 retry.py:28(Retry)
        1    0.000    0.000    0.000    0.000 rsa.py:21(RSAPrivateKey)
        1    0.000    0.000    0.000    0.000 rsa.py:268(RSAPrivateNumbers)
        1    0.000    0.000    0.000    0.000 rsa.py:338(RSAPublicNumbers)
        1    0.000    0.000    0.002    0.002 rsa.py:5(<module>)
        1    0.000    0.000    0.000    0.000 rsa.py:54(RSAPrivateKeyWithSerialization)
        1    0.000    0.000    0.000    0.000 rsa.py:69(RSAPublicKey)
        1    0.000    0.000    0.001    0.001 runner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 runner.py:120(TextTestRunner)
        1    0.000    0.000    0.000    0.000 runner.py:13(_WritelnDecorator)
